nama,alamat,lat,long,image_filename
Soto Ayam Cak Aris,"Soto Ayam Cak Aris, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.391473,105.27991,img_268_Soto-Ayam-Cak-Aris.jpeg
Cafe Sultan Bang Janur,"Cafe Sultan Bang Janur, Jalan Pulau Morotai, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.392883,105.279172,img_269_Cafe-Sultan-Bang-Janur.jpg
Masakan Tante Gaul,"Masakan Tante Gaul, Gang Damai, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.394788,105.276263,img_270_Masakan-Tante-Gaul.webp
Alshy Kitchen,"Alshy Kitchen, Jalan Raden Pemuka, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.3915,105.275219,img_271_Alshy-Kitchen.jpg
Nasi Uduk Pecel Lele,"Nasi Uduk Pecel Lele, Pulau Batam Raya, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.384432,105.276449,img_272_Nasi-Uduk-Pecel-Lele.jpeg
Nana Catering,"Nana Catering, Jalan Raden Pemuka, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.392738,105.275398,img_273_Nana-Catering.jpg
Nasi Uduk dan Tekwan Model,"Nasi Uduk dan Tekwan Model, Gang Damai, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.394626,105.275549,img_274_Nasi-Uduk-dan-Tekwan-Model.jpg
Sate Obong Jai,"Sate Obong Jai, Jalan P. Buton Raya, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.395417,105.277088,img_275_Sate-Obong-Jai.jpeg
Kinamona Lampung,"Kinamona Lampung, Jalan Raden Pemuka, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.393853,105.275065,img_276_Kinamona-Lampung.jpg
Mie Ayam Morotai,"Mie Ayam Morotai, Jalan Mohammad Kahfi Baginda, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.393684,105.278257,img_277_Mie-Ayam-Morotai.jpg
Warung LW,"Warung LW, Jalan Pulau Morotai, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.393656,105.278781,img_278_Warung-LW.jpg
rema Abah Misri,"rema Abah Misri, Gang Damai, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.395158,105.276957,img_279_rema-Abah-Misri.jpg
Kirana BKR,"Kirana BKR, Jalan Pulau Morotai, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.395114,105.277375,img_280_Kirana-BKR.jpg
Kedai Ibu Merry,"Kedai Ibu Merry, Jalan Pulau Buru, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.388042,105.275878,img_281_Kedai-Ibu-Merry.jpg
Kedai Ngemil 4M,"Kedai Ngemil 4M, Jalan Pulau Buru, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387867,105.276059,img_282_Kedai-Ngemil-4M.jpg
Sate Padang Ajo Nasri,"Sate Padang Ajo Nasri, Pulau Batam Raya, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387508,105.276433,img_283_Sate-Padang-Ajo-Nasri.png
RM Ngarsino,"RM Ngarsino, Gang P. Tabuan, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.38835,105.277581,img_284_RM-Ngarsino.jpg
Dapur Bulbul,"Dapur Bulbul, Gang S. Parm, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.388126,105.277137,img_285_Dapur-Bulbul.jpg
Mie Ayam Bakso Langgeng,"Mie Ayam Bakso Langgeng, Pulau Batam Raya, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387732,105.276392,img_286_Mie-Ayam-Bakso-Langgeng.jpg
Mie JagoLampung,"Mie JagoLampung, Jalan Griya Utama, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.384098,105.276736,img_287_Mie-JagoLampung.jpg
Mie Keriting Medan,"Mie Keriting Medan, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.385351,105.270612,img_288_Mie-Keriting-Medan.jpg
Warung Enak Griya,"Warung Enak Griya, Jalan Griya Utama, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.383948,105.275278,img_289_Warung-Enak-Griya.jpg
Pempek Tenda Biru,"Pempek Tenda Biru, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386072,105.270178,img_290_Pempek-Tenda-Biru.jpg
Ayam Bakar Ojo Gelo,"Ayam Bakar Ojo Gelo, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.386888,105.264912,img_291_Ayam-Bakar-Ojo-Gelo.jpg
Gorengan Kabita,"Gorengan Kabita, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.386675,105.266014,img_292_Gorengan-Kabita.jpg
Pempek Berkah,"Pempek Berkah, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.386852,105.265281,img_293_Pempek-Berkah.jpg
Sate Luwes,"Sate Luwes, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.385877,105.269312,img_294_Sate-Luwes.jpg
Kedai Bang Meki,"Kedai Bang Meki, Jalan Griya Utama, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.384136,105.275328,img_295_Kedai-Bang-Meki.jpg
Rumah CAke,"Rumah CAke, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.387003,105.263158,img_296_Rumah-CAke.jpg
Masakan Padang,"Masakan Padang, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.387528,105.261948,img_297_Masakan-Padang.jpg
Pecel Lele Cahaya Berkah,"Pecel Lele Cahaya Berkah, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.386741,105.264548,img_298_Pecel-Lele-Cahaya-Berkah.jpg
Ara Tahu,"Ara Tahu, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35132, Indonesia",-5.386645,105.266092,img_299_Ara-Tahu.jpg
Ayam Kremes Uhuy,"Ayam Kremes Uhuy, Jalan Urip Sumoharjo, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386831,105.266898,img_300_Ayam-Kremes-Uhuy.jpg
Kerang Hijau Bumbu Kuning,"Kerang Hijau Bumbu Kuning, Gang Jambu, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.387267,105.266722,img_301_Kerang-Hijau-Bumbu-Kuning.jpg
Serut Durian,"Serut Durian, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386077,105.27054,img_302_Serut-Durian.jpeg
Kedai Ki Maja,"Kedai Ki Maja, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386318,105.269452,img_303_Kedai-Ki-Maja.jpg
Pindang Pegagan Sunda,"Pindang Pegagan Sunda, Jalan Ki Maja, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386485,105.267093,img_304_Pindang-Pegagan-Sunda.jpg
Martabak Aqil,"Martabak Aqil, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.385607,105.268253,img_305_Martabak-Aqil.jpg
Pempek Nadira,"Pempek Nadira, Mawar, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.38429,105.270888,img_306_Pempek-Nadira.jpg
Pecel Lele Zaqila,"Pecel Lele Zaqila, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386203,105.270451,img_307_Pecel-Lele-Zaqila.jpg
Nasi Goreng Ojo Lali,"Nasi Goreng Ojo Lali, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.38522,105.270861,img_308_Nasi-Goreng-Ojo-Lali.jpg
Roti Bon;s Way Halim,"Roti Bon;s Way Halim, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.386204,105.270773,img_309_Roti-Bon-s-Way-Halim.jpg
Seblak Jago,"Seblak Jago, Jalan Ki Maja, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.38512,105.270653,img_310_Seblak-Jago.jpg
Mie Ayam Bakso,"Mie Ayam Bakso, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.410031,105.268127,img_311_Mie-Ayam-Bakso.jpg
Ayam Geprek Ibu Dewi,"Ayam Geprek Ibu Dewi, Jalan Mulya Jaya, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.410294,105.270745,img_312_Ayam-Geprek-Ibu-Dewi.jpg
Ayam Geprek Nasi Kuning,"Ayam Geprek Nasi Kuning, Jalan Rajawali II, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.411032,105.268469,img_313_Ayam-Geprek-Nasi-Kuning.jpg
Nasi Uduk Aqila,"Nasi Uduk Aqila, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.410083,105.268352,img_314_Nasi-Uduk-Aqila.jpg
TA-DAA!,"TA-DAA!, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411942,105.272044,img_315_TA-DAA.png
Nasi Uduk Nyai,"Nasi Uduk Nyai, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412191,105.271951,img_316_Nasi-Uduk-Nyai.jpg
Mi Ogan,"Mi Ogan, Gang Langgar 4, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411131,105.273811,img_317_Mi-Ogan.jpg
Bubur Ayam Mang Oyo,"Bubur Ayam Mang Oyo, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.4128,105.275332,img_318_Bubur-Ayam-Mang-Oyo.jpg
Dapur Tatu,"Dapur Tatu, Gang Batin Pemuka, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412316,105.273553,img_319_Dapur-Tatu.jpg
Dpoer Suroboyo,"Dpoer Suroboyo, Jalan Putri Balau, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412277,105.277894,img_320_Dpoer-Suroboyo.jpg
RM. Rantau Minang,"RM. Rantau Minang, Jalan Putri Balau, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411587,105.280254,img_321_RM-Rantau-Minang.jpg
Mie Ayam Garuntang 2,"Mie Ayam Garuntang 2, Jalan Putri Balau, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411211,105.28446,img_322_Mie-Ayam-Garuntang-2.jpg
Bakso Idon,"Bakso Idon, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.404271,105.284626,img_323_Bakso-Idon.jpg
Martabak Bangka,"Martabak Bangka, Jalan Putri Balau, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411572,105.280585,img_324_Martabak-Bangka.jpg
Baso Aci Jarkofit,"Baso Aci Jarkofit, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406821,105.30582,img_325_Baso-Aci-Jarkofit.jpg
Mie Ayam 21,"Mie Ayam 21, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412719,105.276483,img_326_Mie-Ayam-21.jpg
RM. Campang Raya,"RM. Campang Raya, Gang Seri, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.407127,105.299445,img_327_RM-Campang-Raya.jpg
Pempek Ikan Lila,"Pempek Ikan Lila, Gang Pilram Hukum, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412366,105.276633,img_328_Pempek-Ikan-Lila.jpg
RM Sari Minang,"RM Sari Minang, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411222,105.285407,img_329_RM-Sari-Minang.jpg
Satu Mangkok,"Satu Mangkok, Jalan Putri Balau, Tanjung Agung, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.413887,105.275552,img_330_Satu-Mangkok.jpg
Kkochi Korean Streetfood,"Kkochi Korean Streetfood, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.405578,105.285884,img_331_Kkochi-Korean-Streetfood.jpg
Gudeg Jawa,"Gudeg Jawa, Jalan Mangga, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411893,105.281797,img_332_Gudeg-Jawa.jpg
Faust Kitchen,"Faust Kitchen, HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406056,105.291088,img_333_Faust-Kitchen.jpeg
Rumah Ikan Cafe dan Resto,"Rumah Ikan Cafe dan Resto, Jalan Ridwan Rais, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.409307,105.285862,img_334_Rumah-Ikan-Cafe-dan-Resto.jpg
Dapur Mamow,"Dapur Mamow, Gang Pelopor 2, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.410835,105.284838,img_335_Dapur-Mamow.jpg
Arion Kitchen,"Arion Kitchen, Gang T. Pesirah Marga, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411688,105.283682,img_336_Arion-Kitchen.jpg
Tradisi Indo,"Tradisi Indo, Gang Pelopor 3, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.410051,105.284936,img_337_Tradisi-Indo.jpg
Warung Bu Sum,"Warung Bu Sum, Jalan HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411442,105.288884,img_338_Warung-Bu-Sum.jpg
Doubel Eight Resto,"Doubel Eight Resto, Jalan Haji Syarif, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.40544,105.285922,img_339_Doubel-Eight-Resto.jpg
Warung Bude,"Warung Bude, Jalan HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411688,105.287945,img_340_Warung-Bude.jpg
Pempek Mimi Kedamaian,"Pempek Mimi Kedamaian, Jalan Puncak, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.411753,105.286774,img_341_Pempek-Mimi-Kedamaian.jpg
Momah Cooking,"Momah Cooking, Jalan Puncak, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.412573,105.28683,img_342_Momah-Cooking.jpg
Ayam Geprek Rahma,"Ayam Geprek Rahma, Jalan Haji Syarif, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.404613,105.286605,img_343_Ayam-Geprek-Rahma.jpg
Pecel Lele Lamongan,"Pecel Lele Lamongan, HR M. Mangoendiprodjo, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406611,105.292034,img_344_Pecel-Lele-Lamongan.jpg
Warung Depa,"Warung Depa, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40689,105.307086,img_345_Warung-Depa.jpg
Rumah Makan,"Rumah Makan, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407814,105.29504,img_346_Rumah-Makan.jpg
RM Bareh Solok,"RM Bareh Solok, Gang Rawan, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.406814,105.301249,img_347_RM-Bareh-Solok.jpeg
RM Mbak Barokah,"RM Mbak Barokah, Jalan Pelita II, Kedamaian, Bandar Lampung, Lampung, Sumatra, 35122, Indonesia",-5.408855,105.288659,img_348_RM-Mbak-Barokah.jpeg
Ayam Geprek Melejit,"Ayam Geprek Melejit, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40662,105.313791,img_349_Ayam-Geprek-Melejit.jpg
"RM, Saidi","RM, Saidi, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407748,105.295449,img_350_RM-Saidi.jpg
Pempek Palembang Wildan,"Pempek Palembang Wildan, Gang Tulang Bawang, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.40444,105.310445,img_351_Pempek-Palembang-Wildan.jpg
Kantin Kaka,"Kantin Kaka, Gang Tulang Bawang, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.404649,105.310872,img_352_Kantin-Kaka.jpg
Pempek Arjuna,"Pempek Arjuna, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.407134,105.310083,img_353_Pempek-Arjuna.jpg
Rumah Makan Mbak sri,"Rumah Makan Mbak sri, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406937,105.311667,img_354_Rumah-Makan-Mbak-sri.jpg
This is Brazil,"This is Brazil, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406358,105.312486,img_355_This-is-Brazil.jpg
Kedai Leuhung,"Kedai Leuhung, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.404927,105.310781,img_356_Kedai-Leuhung.jpg
Dapur Yana 17,"Dapur Yana 17, Alimuddin Umar, Campang Raya, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.406485,105.311789,img_357_Dapur-Yana-17.jpg
Langit Renjana,"Langit Renjana, Jalan Kiwi, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.392961,105.25761,img_358_Langit-Renjana.jpg
Ayam Geprek Pedes Gila,"Ayam Geprek Pedes Gila, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39459,105.256757,img_359_Ayam-Geprek-Pedes-Gila.jpg
Pempek Eka Ria,"Pempek Eka Ria, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397872,105.256698,img_360_Pempek-Eka-Ria.jpg
Nasi Goreng Onta,"Nasi Goreng Onta, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397847,105.256553,img_361_Nasi-Goreng-Onta.jpg
Kantin Pempek Sultan,"Kantin Pempek Sultan, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39389,105.256969,img_362_Kantin-Pempek-Sultan.jpg
Angsa Satoe,"Angsa Satoe, Gang Angsa, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397427,105.257284,img_363_Angsa-Satoe.jpg
Ayam Suwir Netizen,"Ayam Suwir Netizen, Jalan Harimau, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396645,105.257182,img_364_Ayam-Suwir-Netizen.jpeg
Bika Ambon Lampung,"Bika Ambon Lampung, Jalan Harimau, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397047,105.256664,img_365_Bika-Ambon-Lampung.jpg
Siomay & Frozen,"Siomay & Frozen, Jalan Harimau, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.394338,105.257173,img_366_Siomay-Frozen.jpg
Warung Mie Rania,"Warung Mie Rania, Jalan Kiwi, Kedaton, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.39297,105.257937,img_367_Warung-Mie-Rania.jpg
Bittersweet,"Bittersweet, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397528,105.255219,img_368_Bittersweet.jpg
Tekwan Bakso Lek Sutres,"Tekwan Bakso Lek Sutres, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396679,105.253451,img_369_Tekwan-Bakso-Lek-Sutres.jpg
Kedai Hamdallah,"Kedai Hamdallah, Jalan Rusa, Sukamenanti, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.395746,105.251171,img_370_Kedai-Hamdallah.jpg
Kari Jepang,"Kari Jepang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397405,105.256212,img_371_Kari-Jepang.jpg
Lapau Nasi Minang,"Lapau Nasi Minang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.397498,105.256073,img_372_Lapau-Nasi-Minang.jpg
Seblak Azzam Melotot,"Seblak Azzam Melotot, Jalan Rusa, Sukamenanti, Bandar Lampung, Lampung, Sumatra, 35123, Indonesia",-5.395283,105.251537,img_373_Seblak-Azzam-Melotot.jpg
Kupat Tahu Magelang,"Kupat Tahu Magelang, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.395728,105.251097,img_374_Kupat-Tahu-Magelang.jpg
Bakso Hazami,"Bakso Hazami, Jalan Onta, Penengahan, Bandar Lampung, Lampung, Sumatra, 35112, Indonesia",-5.396408,105.252847,img_375_Bakso-Hazami.jpg
Mie Ayam Kancil,"Mie Ayam Kancil, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.414246,105.259839,img_376_Mie-Ayam-Kancil.jpg
Salad uah Asinan,"Salad uah Asinan, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413593,105.265442,img_377_Salad-uah-Asinan.jpeg
Tekwan & Bakso,"Tekwan & Bakso, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.414537,105.259598,img_378_Tekwan-Bakso.jpg
Kedai Maiyah,"Kedai Maiyah, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413715,105.263456,img_379_Kedai-Maiyah.jpg
Ayam Geprek Nadhifa,"Ayam Geprek Nadhifa, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413611,105.263385,img_380_Ayam-Geprek-Nadhifa.jpg
BubuR ayam Mirasa,"BubuR ayam Mirasa, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.409319,105.26544,img_381_BubuR-ayam-Mirasa.jpeg
Bakmi Bangka 88,"Bakmi Bangka 88, Jalan Dasamuko, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.406883,105.266533,img_382_Bakmi-Bangka-88.jpg
Nasi Uduk Ibu Emah,"Nasi Uduk Ibu Emah, Jalan P. Seram, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.406132,105.266391,img_383_Nasi-Uduk-Ibu-Emah.jpg
Pempek Adon,"Pempek Adon, Jalan Kamboja, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.414045,105.262251,img_384_Pempek-Adon.jpg
Warung Santap Abah,"Warung Santap Abah, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413277,105.265143,img_385_Warung-Santap-Abah.jpg
Ampera Uni Ros,"Ampera Uni Ros, Jalan Dasamuko, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.406794,105.266487,img_386_Ampera-Uni-Ros.jpeg
Martabak India Harman,"Martabak India Harman, Jalan Adi Sucipto, Enggal, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.413859,105.26339,img_387_Martabak-India-Harman.png
Sate Padang Sidi,"Sate Padang Sidi, Jalan Bukit 2, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35126, Indonesia",-5.409279,105.264852,img_388_Sate-Padang-Sidi.jpeg
Bakso Solo 7,"Bakso Solo 7, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.409862,105.2665,img_389_Bakso-Solo-7.jpg
Sate Madura Kholil,"Sate Madura Kholil, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407876,105.269624,img_390_Sate-Madura-Kholil.jpg
Nasi Hainan,"Nasi Hainan, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.406636,105.269403,img_391_Nasi-Hainan.jpg
Warung Nanda Causa,"Warung Nanda Causa, Jalan P. Seram, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.40576,105.267178,img_392_Warung-Nanda-Causa.jpg
Mie Anda,"Mie Anda, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407763,105.269614,img_393_Mie-Anda.jpg
Rumah Makan,"Rumah Makan, Jalan Palau Bacan, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.406679,105.269603,img_394_Rumah-Makan.jpg
Nasi Uduk Eling,"Nasi Uduk Eling, Jalan Mekarsari, Jagabaya III, Bandar Lampung, Lampung, Sumatra, 35227, Indonesia",-5.407532,105.269725,img_395_Nasi-Uduk-Eling.jpg
RM Padang Jaya,"RM Padang Jaya, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.419056,105.25504,img_396_RM-Padang-Jaya.jpg
Bakul Geh Ayam Geprek,"Bakul Geh Ayam Geprek, Jalan Letnan Jenderal Suprapto, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.415916,105.255663,img_397_Bakul-Geh-Ayam-Geprek.jpg
Griya Oebi,"Griya Oebi, Jalan Pajajaran, Jaga Baya I, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389528,105.266535,img_398_Griya-Oebi.jpg
Rii''s Kitchen and Coffe,"Rii''s Kitchen and Coffe, Jalan Kartini, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418536,105.253567,img_399_Rii-s-Kitchen-and-Coffe.jpg
Dapur Habib,"Dapur Habib, Jalan Aziz Cindar Bumi, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.420236,105.255385,img_400_Dapur-Habib.jpg
Encim Genduts,"Encim Genduts, Jalan Lindu, Durian Payung, Bandar Lampung, Lampung, Sumatra, 35119, Indonesia",-5.418792,105.25431,img_401_Encim-Genduts.jpg
