nama,alamat,lat,long,image_filename
RM Pondok Emak,"RM Pondok Emak, Jalan Basuki Rahmat, Sumur Batu, Bandar Lampung, Lampung, Sumatra, 35401, Indonesia",-5.438282,105.252911,img_140_RM-Pondok-Emak.jpg
Mie Ayam DD,"Mie Ayam DD, Jalan Dokter Setiabudi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.446911,105.255825,img_141_Mie-Ayam-DD.jpg
Eiji Bento,"Eiji Bento, Jalan Basuki Rahmat, Sumur Batu, Bandar Lampung, Lampung, Sumatra, 35401, Indonesia",-5.436415,105.252148,img_142_Eiji-Bento.jpeg
Ayam Gerpek Kenzie,"Ayam Gerpek Kenzie, Jalan Katu 2, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.451914,105.256102,img_143_Ayam-Gerpek-Kenzie.jpeg
RM Purnama,"RM Purnama, Jalan Mr. Moch Roem, Sumur Batu, Bandar Lampung, Lampung, Sumatra, 35401, Indonesia",-5.43771,105.252855,img_144_RM-Purnama.jpg
Bubur Selera Nisantara,"Bubur Selera Nisantara, Jalan WR Supratman, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.444974,105.256205,img_145_Bubur-Selera-Nisantara.jpg
RM Tuah Sakato,"RM Tuah Sakato, Jalan Ikan Tenggiri, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451138,105.261546,img_146_RM-Tuah-Sakato.jpeg
Dapur Septi,"Dapur Septi, Jalan Teluk Bone, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.453607,105.258689,img_147_Dapur-Septi.jpg
Bakso Son Haji V,"Bakso Son Haji V, Jalan Katu 2, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.454442,105.256483,img_148_Bakso-Son-Haji-V.jpg
Ayam Geprek Abi,"Ayam Geprek Abi, Jalan Dokter Setia Budi, Gunung Mas, Bandar Lampung, Lampung, Sumatra, 35401, Indonesia",-5.446345,105.255659,img_149_Ayam-Geprek-Abi.jpg
Mie Ayam Bakso Pasar Ambon,"Mie Ayam Bakso Pasar Ambon, Jalan Ikan Sebelah, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.450999,105.258928,img_150_Mie-Ayam-Bakso-Pasar-Ambon.jpg
Mie Ayam Mas Pur,"Mie Ayam Mas Pur, Jalan Ikan Tongkol, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.447685,105.262414,img_151_Mie-Ayam-Mas-Pur.jpg
Warteg Bahari,"Warteg Bahari, Jalan Laksamana R.E. Martadinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451457,105.261769,img_152_Warteg-Bahari.webp
Mie Ayam Surya,"Mie Ayam Surya, Jalan Laksamana R.E. Martadinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451025,105.260562,img_153_Mie-Ayam-Surya.jpg
Warung Sopo Sapi,"Warung Sopo Sapi, Jalan Teluk Bone, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.453586,105.258267,img_154_Warung-Sopo-Sapi.jpg
WR Ibu Mudin,"WR Ibu Mudin, Jalan Ikan Bawal, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.446253,105.26322,img_155_WR-Ibu-Mudin.png
RM Sederhana,"RM Sederhana, Jalan Basuki Rahmat, Sumur Batu, Bandar Lampung, Lampung, Sumatra, 35401, Indonesia",-5.44335,105.255532,img_156_RM-Sederhana.jpg
Pisang Ijo Daeng Firqon,"Pisang Ijo Daeng Firqon, Jalan Teluk Bone, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.453862,105.258611,img_157_Pisang-Ijo-Daeng-Firqon.jpeg
Ayam Bakar Mas Gendut,"Ayam Bakar Mas Gendut, Jalan Katu 2, Kangkung, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.456198,105.254924,img_158_Ayam-Bakar-Mas-Gendut.jpeg
Pawon Aa Nay,"Pawon Aa Nay, Jalan Laksamana R.E. Martadinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451016,105.257311,img_159_Pawon-Aa-Nay.jpg
Rm Uni Yus,"Rm Uni Yus, Jalan Laksamana R.E. Martadhinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.45397,105.25753,img_160_Rm-Uni-Yus.webp
RM Uni Yanti,"RM Uni Yanti, Jalan Laksamana R.E. Martadinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.452943,105.256896,img_161_RM-Uni-Yanti.jpg
Mie Ayam Bakso Dodok,"Mie Ayam Bakso Dodok, Jalan Laksamana R.E. Martadhinata, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.454336,105.256834,img_162_Mie-Ayam-Bakso-Dodok.jpg
Mie Alvin,"Mie Alvin, Jalan Laksamana Malahayati, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.449028,105.262161,img_163_Mie-Alvin.jpg
Jimbawe Pulu pulu,"Jimbawe Pulu pulu, Jalan Katu 2, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 35223, Indonesia",-5.454756,105.256427,img_164_Jimbawe-Pulu-pulu.jpg
RM Koharu Japannese Food,"RM Koharu Japannese Food, Jalan Ikan Tenggiri, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.448383,105.262123,img_165_RM-Koharu-Japannese-Food.jpg
Mie Ayam Bakso Kiaten,"Mie Ayam Bakso Kiaten, Jalan Ikan Tenggiri, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.451003,105.261818,img_166_Mie-Ayam-Bakso-Kiaten.jpg
Er Mbak Nina,"Er Mbak Nina, Jalan Ikan Bawal, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.446237,105.263302,img_167_Er-Mbak-Nina.JPG
Bakso Upil,"Bakso Upil, Jalan Ikan Tenggiri, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.447004,105.262257,img_168_Bakso-Upil.jpeg
Ayam Surya,"Ayam Surya, Jalan Ikan Tenggiri, Teluk Betung, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.446847,105.262255,img_169_Ayam-Surya.jpg
El's Coffee Roastery,"El's Coffee Roastery, Jalan Bypass Sukarno Hatta, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.393828,105.288747,img_170_El-s-Coffee-Roastery.JPG
Soto Ayam Lamongan,"Soto Ayam Lamongan, Jalan Bypass Sukarno Hatta, Sukarame, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.395807,105.289654,img_171_Soto-Ayam-Lamongan.jpg
Rumah Makan Kusumo Ayu II,"Rumah Makan Kusumo Ayu II, Jalan Bypass Sukarno Hatta, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.387984,105.287831,img_172_Rumah-Makan-Kusumo-Ayu-II.jpg
Rumah Makan Sarang Seafood,"Rumah Makan Sarang Seafood, Jalan Endro Suratmin, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.387201,105.291585,img_173_Rumah-Makan-Sarang-Seafood.png
El's Coffee Roastery,"El's Coffee Roastery, Jalan Bypass Sukarno Hatta, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.393329,105.288732,img_174_El-s-Coffee-Roastery.JPG
Pondok Sate Sutan Mudo,"Pondok Sate Sutan Mudo, Gang Waru IV, Sukabumi Indah, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.395886,105.290125,img_175_Pondok-Sate-Sutan-Mudo.jpg
Nasi Uduk Mama Fina,"Nasi Uduk Mama Fina, Jalan Wiratama, Sukabumi Indah, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.393992,105.290163,img_176_Nasi-Uduk-Mama-Fina.jpg
Nasi Uduk Hendri,"Nasi Uduk Hendri, Jalan Bypass Sukarno Hatta, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.396174,105.289275,img_177_Nasi-Uduk-Hendri.jpg
Warung Sehabat,"Warung Sehabat, Jalan Bypass Sukarno Hatta, Tanjung Baru, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.393862,105.289408,img_178_Warung-Sehabat.jpg
Warung Sate Madura,"Warung Sate Madura, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.38997,105.287858,img_179_Warung-Sate-Madura.jpg
Rumah Makan Abah Roh,"Rumah Makan Abah Roh, Gang Urip Sentosa I, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.386186,105.2898,img_180_Rumah-Makan-Abah-Roh.jpg
Mie Tektek Oerip,"Mie Tektek Oerip, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.390501,105.286585,img_181_Mie-Tektek-Oerip.jpg
Ayam Penyet Ria,"Ayam Penyet Ria, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.391566,105.285824,img_182_Ayam-Penyet-Ria.jpg
Mie Ayam Majalengka,"Mie Ayam Majalengka, Jalan Ikan Jelabat, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.444598,105.270292,img_183_Mie-Ayam-Majalengka.png
Kantin Pepes Che Nia,"Kantin Pepes Che Nia, Jalan Hasanuddin, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.44126,105.266003,img_184_Kantin-Pepes-Che-Nia.jpg
Bakso Remaja,"Bakso Remaja, Hasanuddin, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.446979,105.270027,img_185_Bakso-Remaja.jpg
Rumah Makan Hoki,"Rumah Makan Hoki, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.443507,105.273073,img_186_Rumah-Makan-Hoki.jpg
Mie Celor Nasi Kuning Wong Kito,"Mie Celor Nasi Kuning Wong Kito, Jalan Cumi-Cumi, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.444331,105.271042,img_187_Mie-Celor-Nasi-Kuning-Wong-Kito.jpeg
Pempek 40,"Pempek 40, Gang Dahlia, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439687,105.268201,img_188_Pempek-40.jpg
Radja Sop Durian,"Radja Sop Durian, Jalan Hasanuddin, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442419,105.266969,img_189_Radja-Sop-Durian.jpg
Pempek Pak Saleh,"Pempek Pak Saleh, Jalan Hasanuddin, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441727,105.2667,img_190_Pempek-Pak-Saleh.jpg
Bakso Bakar AHDA,"Bakso Bakar AHDA, Jalan Hasanuddin, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.440153,105.26603,img_191_Bakso-Bakar-AHDA.jpg
Soto Mas No,"Soto Mas No, Hasanuddin, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.445685,105.26993,img_192_Soto-Mas-No.jpeg
Dang Lupa Masakan Alin,"Dang Lupa Masakan Alin, Hasanuddin, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.44571,105.269641,img_193_Dang-Lupa-Masakan-Alin.png
Nasi Uduk Fathir,"Nasi Uduk Fathir, Jalan Wage Rudolf Supratman, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.443555,105.271339,img_194_Nasi-Uduk-Fathir.jpg
RM Minang Indah VII,"RM Minang Indah VII, Jalan Yos Soedarso, Sukaraja, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.445829,105.275139,img_195_RM-Minang-Indah-VII.jpg
Pempek 91,"Pempek 91, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439748,105.267942,img_196_Pempek-91.jpg
Rizkitch Bowl,"Rizkitch Bowl, Gang Pancurmas, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442688,105.27117,img_197_Rizkitch-Bowl.jpg
Mie Ayam Intan,"Mie Ayam Intan, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442705,105.273103,img_198_Mie-Ayam-Intan.jpg
Sate Jhon,"Sate Jhon, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442093,105.272638,img_199_Sate-Jhon.jpeg
Khuai Lok (A PHEN),"Khuai Lok (A PHEN), Jalan Laksamana Malahayati, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.447138,105.270428,img_200_Khuai-Lok-A-PHEN.jpg
Tiga Saudara Sop Kaki Kambing,"Tiga Saudara Sop Kaki Kambing, Hasanuddin, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.44633,105.270095,img_201_Tiga-Saudara-Sop-Kaki-Kambing.jpg
El's Coffee House,"El's Coffee House, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.443358,105.272735,img_202_El-s-Coffee-House.JPG
Pempek Selamat,"Pempek Selamat, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439837,105.268715,img_203_Pempek-Selamat.jpg
RM Padang Desta,"RM Padang Desta, Jalan Laksamana Malahayati, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 34223, Indonesia",-5.446232,105.271573,img_204_RM-Padang-Desta.jpg
Warung Bu Atun,"Warung Bu Atun, Gang Kantor Pos, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442649,105.268661,img_205_Warung-Bu-Atun.jpg
Aloy Sekba,"Aloy Sekba, Hasanuddin, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.446548,105.26987,img_206_Aloy-Sekba.jpg
Gedung Seruit LPMP,"Gedung Seruit LPMP, Jalan Way Rarem, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.430134,105.274167,img_207_Gedung-Seruit-LPMP.jpg
Kampung Kecil Lampung,"Kampung Kecil Lampung, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.428643,105.275406,img_208_Kampung-Kecil-Lampung.jpg
Pempek & Mie,"Pempek & Mie, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441617,105.271732,img_209_Pempek-Mie.jpg
Bubur Cirebon,"Bubur Cirebon, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.444981,105.273095,img_210_Bubur-Cirebon.jpg
Warung Sop Kaki Sapi,"Warung Sop Kaki Sapi, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441712,105.272174,img_211_Warung-Sop-Kaki-Sapi.jpg
Seblak/Mie Ayam Alika,"Seblak/Mie Ayam Alika, Gang Dahlia, Kupang Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439771,105.26833,img_212_Seblak-Mie-Ayam-Alika.jpg
RM Way Giham,"RM Way Giham, Jalan Way Giham, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.430767,105.272828,img_213_RM-Way-Giham.webp
Seblak Teh Neng,"Seblak Teh Neng, Jalan Yos Soedarso, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.446241,105.273941,img_214_Seblak-Teh-Neng.jpg
Bakso Urip,"Bakso Urip, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.443428,105.273057,img_215_Bakso-Urip.jpg
Rumah Seblak,"Rumah Seblak, Jalan Ikan Kapasan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.44057,105.275035,img_216_Rumah-Seblak.jpg
Dapur Buncit,"Dapur Buncit, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.435708,105.273911,img_217_Dapur-Buncit.jpg
Risolcoklat Mamahmuda,"Risolcoklat Mamahmuda, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441192,105.271151,img_218_Risolcoklat-Mamahmuda.jpg
Pempek Nony 168,"Pempek Nony 168, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441772,105.271845,img_219_Pempek-Nony-168.jpg
Pempek 88,"Pempek 88, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439508,105.269059,img_220_Pempek-88.jpg
Martabak Along 89,"Martabak Along 89, Gang Cendana 2, Bumi Waras, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.446222,105.275228,img_221_Martabak-Along-89.jpg
Mie Ayam Asli Wong Jawa,"Mie Ayam Asli Wong Jawa, Jalan Menteru, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.430329,105.2758,img_222_Mie-Ayam-Asli-Wong-Jawa.jpeg
Soto &Sempol Ibu Rodiah,"Soto &Sempol Ibu Rodiah, Jalan Ikan Kapasan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.440307,105.274896,img_223_Soto-Sempol-Ibu-Rodiah.jpeg
Bubur Ayam Maya,"Bubur Ayam Maya, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.444883,105.273084,img_224_Bubur-Ayam-Maya.jpeg
Mie Ayam Ajan 11,"Mie Ayam Ajan 11, Jalan Mayor Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.444098,105.27301,img_225_Mie-Ayam-Ajan-11.jpg
Kantin 125,"Kantin 125, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.440628,105.274293,img_226_Kantin-125.jpg
RM Ibu Gambreng,"RM Ibu Gambreng, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439601,105.269204,img_227_RM-Ibu-Gambreng.jpeg
Kedai Tang,"Kedai Tang, Jalan Salim Batubara, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439284,105.266956,img_228_Kedai-Tang.jpg
Pork You,"Pork You, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.433212,105.273293,img_229_Pork-You.jpg
Salah Buah Zeline,"Salah Buah Zeline, Gang Menang, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441308,105.273,img_230_Salah-Buah-Zeline.jpeg
Nasi Goreng Dayat,"Nasi Goreng Dayat, Gang Anggrek Tou, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.440914,105.270901,img_231_Nasi-Goreng-Dayat.jpg
Resto Kriting,"Resto Kriting, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.429134,105.275844,img_232_Resto-Kriting.jpg
Xi Bo ba Bening,"Xi Bo ba Bening, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.426899,105.276052,img_233_Xi-Bo-ba-Bening.jpg
Seblak King,"Seblak King, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441984,105.273103,img_234_Seblak-King.jpg
Dapur Kito,"Dapur Kito, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.427243,105.275584,img_235_Dapur-Kito.jpg
Mie Ayam Grace,"Mie Ayam Grace, Gang Akasia, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.439761,105.269641,img_236_Mie-Ayam-Grace.jpg
RM Pindang Kahud,"RM Pindang Kahud, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.432341,105.272224,img_237_RM-Pindang-Kahud.jpg
Otak otak bakar madam,"Otak otak bakar madam, Jalan Ikan Kapasan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442033,105.274167,img_238_Otak-otak-bakar-madam.jpg
MartabakMini Kabitha,"MartabakMini Kabitha, Jalan Ikan Baung, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442238,105.273318,img_239_MartabakMini-Kabitha.jpg
Bubur Ayam Ayung JR,"Bubur Ayam Ayung JR, Jalan Kyai Haji Ahmad Dahlan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.441203,105.273692,img_240_Bubur-Ayam-Ayung-JR.jpeg
Naem Roti Bakar Premium,"Naem Roti Bakar Premium, Jalan Ikan Kapasan, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.442202,105.274085,img_241_Naem-Roti-Bakar-Premium.jpeg
Seblak kupang 21,"Seblak kupang 21, Gang Menang, Pecoh Raya, Bandar Lampung, Lampung, Sumatra, 35211, Indonesia",-5.440955,105.273155,img_242_Seblak-kupang-21.jpg
Pindang Palembang Debus,"Pindang Palembang Debus, Jalan Way Rarem, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.430082,105.275343,img_243_Pindang-Palembang-Debus.jpg
Saung Pepes Teh Ani,"Saung Pepes Teh Ani, Jalan Merawan, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.429486,105.275898,img_244_Saung-Pepes-Teh-Ani.jpg
Holycow Steak House,"Holycow Steak House, Jalan Gatot Soebroto, Garuntang, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.426883,105.275522,img_245_Holycow-Steak-House.jpg
Ayam Nyelekit,"Ayam Nyelekit, Jalan Way Giham, Tanjung Gading, Bandar Lampung, Lampung, Sumatra, 35228, Indonesia",-5.431055,105.272383,img_246_Ayam-Nyelekit.jpg
Ayam Geprek Zaki,"Ayam Geprek Zaki, Gang Boni, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.408395,105.262542,img_247_Ayam-Geprek-Zaki.jpg
Bakso Marem,"Bakso Marem, Jalan Pemuda, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.411794,105.259927,img_248_Bakso-Marem.jpg
Seblak Bandung Cece,"Seblak Bandung Cece, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.410185,105.262178,img_249_Seblak-Bandung-Cece.jpg
Kangen Crepes,"Kangen Crepes, Gang Tewax I, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.41186,105.260151,img_250_Kangen-Crepes.jpg
Pempek Palembang 33,"Pempek Palembang 33, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.408941,105.261564,img_251_Pempek-Palembang-33.jpg
Nasi Uduk Zaki,"Nasi Uduk Zaki, Gang Boni, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.408403,105.262621,img_252_Nasi-Uduk-Zaki.jpg
Bakso Sony,"Bakso Sony, Jalan Pemuda, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.411942,105.260524,img_253_Bakso-Sony.jpg
Lesehan Jeng Sri,"Lesehan Jeng Sri, Jalan Hayam Wuruk, Gunung Sari, Bandar Lampung, Lampung, Sumatra, 35121, Indonesia",-5.409757,105.261902,img_254_Lesehan-Jeng-Sri.jpg
Rumah Madu Urip,"Rumah Madu Urip, Jalan Raden Pemuka, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.391767,105.274965,img_255_Rumah-Madu-Urip.jpg
Taican & Ayam Geprek Pemuka,"Taican & Ayam Geprek Pemuka, Jalan Raden Pemuka, Jagabaya II, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.391318,105.275073,img_256_Taican-Ayam-Geprek-Pemuka.jpg
RM Ajib Lampung,"RM Ajib Lampung, Jalan Mohammad Kahfi Baginda, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.391662,105.278084,img_257_RM-Ajib-Lampung.jpg
Rumah Freya,"Rumah Freya, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.390472,105.277561,img_258_Rumah-Freya.jpg
Oerip Kantin,"Oerip Kantin, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.39198,105.276825,img_259_Oerip-Kantin.jpg
Getuk Lindri Ibu Iwan,"Getuk Lindri Ibu Iwan, Gang Julia, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389261,105.275723,img_260_Getuk-Lindri-Ibu-Iwan.jpg
Wayahalim,"Wayahalim, Jalan Mangga, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.38992,105.277453,img_261_Wayahalim.jpg
Warung Makan Bu Atun,"Warung Makan Bu Atun, Pulau Batam Raya, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389003,105.276316,img_262_Warung-Makan-Bu-Atun.jpg
Bebek Kudus Lampung,"Bebek Kudus Lampung, Jalan Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.391229,105.277794,img_263_Bebek-Kudus-Lampung.jpg
Warung Makan Prasmanan Mas Yanto,"Warung Makan Prasmanan Mas Yanto, Jalan Mangga, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.38948,105.277147,img_264_Warung-Makan-Prasmanan-Mas-Yanto.webp
Warung Makan Prasmanan,"Warung Makan Prasmanan, Pulau Batam Raya, Way Halim Permai, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389321,105.276512,img_265_Warung-Makan-Prasmanan.webp
Mamibee,"Mamibee, Jalan Mangga, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35136, Indonesia",-5.389989,105.278023,img_266_Mamibee.jpg
Bakso Upil Lampung Walk,"Bakso Upil Lampung Walk, Urip Sumoharjo, Kalibalau Kencana, Bandar Lampung, Lampung, Sumatra, 35133, Indonesia",-5.390731,105.276753,img_267_Bakso-Upil-Lampung-Walk.jpg
